10,Social&People,bestfriends,00000000000000000001000000000000000000000000000000000000000000000000000000000,1455952550,4.46
12,Holiday&Celebrations,thanks,00000000000001000000000000000000000000000000000000000000000000000000000000000,1447328679,5.49
19,Travel&Active&Sports,quarterback,00000000010000000000000000000000000000000000000000000000000000000000000000000,1443092690,4.81
9,Holiday&Celebrations,christmastree,00000000000000000000000000000000001000000000000000000000000000000000000000000,1453815065,4.46
6,Urban,architecture,00000000000000000000100000000000000000000000000000000000000000000000000000000,1440618761,4.00
16,Whether&Season,rainyday,00000000000100000000000000000000000000000000000000000000000000000000000000000,1453860980,8.81
19,Electronics,phone,00000000000000000000000000000000000000000000000010000000000000000000000000000,1434780661,4.86
6,Holiday&Celebrations,newyearseve,00000000000000000000000000000000000000000000000000000000000000000000000010000,1451625508,4.09
9,Holiday&Celebrations,happynewyear,00000000000000000000000000000000000000000000000000000000000000000000000010000,1451268213,5.91
27,Fashion,kicks,00000000000000000000000000000000000000000000000001000000000000000000000000000,1427650807,6.15
13,Travel&Active&Sports,pads,00000000010000000000000000000000000000000000000000000000000000000000000000000,1432276847,5.52
17,Holiday&Celebrations,happiness,00000000100000000000000000000000000000000000000000000000000000000000000000000,1444981681,3.70
5,Social&People,wakeup,00000000000000000000001100000000000000000000000000000000000000000000000000000,1454301742,9.94
18,Whether&Season,raining,00000000000100000000000000000000000000000000000000000000000000000000000000000,1453784142,5.86
22,Animal,reeftank,00000000000000000000000000000000000000010000000000000000000000000000000000000,1433812096,6.94
6,Fashion,sparkles,00000000000000000000000000000001000000000000000000000000000000000000000000000,1440640686,13.36
38,Travel&Active&Sports,helmet,00000000000000000000000000000000000000000000000100000000000000000000000000000,1454070665,6.04
28,Social&People,selfies,00000000000000000000010000000000000000000000000000000000000000000000000000000,1442394448,3.58
25,Travel&Active&Sports,determination,00000000000000000000000000000000000000000000000000110000000000000000000000000,1456630484,5.83
13,Holiday&Celebrations,ornaments,00000000000000000000000000000000001000000000000000000000000000000000000000000,1450874578,6.95
9,Whether&Season,skywatcher,00000000000000000010000000000000000000000000000000000000000000000000000000000,1453470505,10.43
17,Animal,naturelover,00000000000000000000000000100000000000000000000000000000000000000000000000000,1439391517,4.58
8,Travel&Active&Sports,bars,00000100000000000000000000000000000000000000000000000000000000000000000000000,1434385916,2.32
9,Holiday&Celebrations,candle,00010000000000000000000000000000000000000000000000000000000000000000000000000,1433766862,3.17
22,Animal,gallop,00000000000010000000000000000000000000000000000000000000000000000000000000000,1451107309,6.34
8,Fashion,branco,00000000000000000000000000000001000000000000000000000000000000000000000000000,1451386005,7.29
54,Animal,pup,00000000000000000000000000000000000000000000000000000010000000000000000000000,1455959919,7.85
14,Entertainment,kindle,00000000000000000000000000000000000100000000000000000000000000000000000000000,1456642749,5.75
25,Fashion,cosmetic,00000000000000000000000000000010000000000000000000000000000000000000000000000,1452439423,4.39
10,Fashion,ear,00000000000000000000000000000000010000000000000000000000000000000000000000000,1450235829,2.00
10,Travel&Active&Sports,tumbling,00000000000000000000000000000000000000000000000000000000000001000000000000000,1443186705,5.91
10,Fashion,inked,00000000000000000000000000000000000000000000100000000000000000000000000000000,1454210742,7.83
6,Travel&Active&Sports,icerink,00000000000000000000000000000000000000000000000000000000001000000000000000000,1451541275,6.00
8,Social&People,nighttime,00000000000000000000001000000000000000000000000000000000000000000000000000000,1448047043,4.32
7,Entertainment,paper,00000000000000000000000000000000000100000000000000000000000000000000000000000,1446960713,4.25
12,Whether&Season,wintertime,00000000000000000000000000000000000000000000000000000000000000000000001000000,1453430565,5.32
17,Travel&Active&Sports,hockeylife,00000000000000000000000000000000000000000000000000000000001000000000000000000,1453557549,6.79
28,Entertainment,gamergirl,00000000000000000000000000000000000000000000000000000000000000001000000000000,1440840705,8.50
11,Animal,dogsitting,00000000000000000000000000000000000000000000000000000010000000000000000000000,1434024908,5.70
14,Electronics,phone,00000000000000000000000000000000000000000000000010000000000000000000000000000,1443076463,4.00
24,Holiday&Celebrations,groom,00000000100000000000000000000000000000000000000000000000000000000000000000000,1445640429,3.00
10,Whether&Season,foliage,00000000000000000000000000001000000000000000000000000000000000000000000000000,1437452373,8.51
41,Fashion,eyebrows,00000000000000000000000000000010000000000000000000000000000000000000000000000,1452050040,4.95
8,Travel&Active&Sports,puck,00000000000000000000000000000000000000000000000000000000001000000000000000000,1453617928,1.58
18,Holiday&Celebrations,happynewyear,00000000000000000000000000000000000000000000000000000000000000000000000010000,1451451493,7.02
5,Travel&Active&Sports,travelgram,00000000000000000000000010000000000000000000000000000000000000000000000000000,1444602948,5.73
40,Urban,graffitiporn,00000000000000000100000000000000000000000000000000000000000000000000000000000,1449996467,7.01
27,Whether&Season,cloudporn,00000000000000000000000001000000000000000000000000000000000000000000000000000,1456290537,8.71
19,Holiday&Celebrations,pumpkins,00000000000000000000000000000100000000000000000000000000000000000000000000000,1443545231,7.55
35,Fashion,eyeshadow,00000000000000000000000000000010000000000000000000000000000000000000000000000,1445672499,8.85
4,Animal,doglover,00000000000000000000000000000000000000000000000000000010000000000000000000000,1440827176,7.25
2,Social&People,selfie,00000000000000000000010000000000000000000000000000000000000000000000000000000,1448280225,3.58
15,Travel&Active&Sports,dancerecital,00000000000000000000000000010000000000000000000000000000000000000000000000000,1456556371,7.86
13,Holiday&Celebrations,smiles,00000000100000000000000000000000000000000000000000000000000000000000000000000,1455153377,10.49
26,Entertainment,rnb,00000010000000000000000000000000000000000000000000000000000000000000000000000,1447906773,6.23
24,Urban,architexture,00000000000000000000100000000000000000000000000000000000000000000000000000000,1443841633,5.55
17,Holiday&Celebrations,weddingcake,00000000100000000000000000000000000000000000000000000000000000000000000000000,1432975574,5.70
29,Fashion,eyebrows,00000000000000000000000000000010000000000000000000000000000000000000000000000,1431187324,9.38
1,Travel&Active&Sports,scorpion,00000000000000000000000000000000000000000000000000000000000001000000000000000,1448115395,3.17
3,Holiday&Celebrations,carols,00000000000000000000000000000000001000000000000000000000000000000000000000000,1450006692,4.32
13,Travel&Active&Sports,flex,00000000000000000000000000000000000000000000000000000001000000000000000000000,1449643849,6.55
8,Travel&Active&Sports,puck,00000000000000000000000000000000000000000000000000000000001000000000000000000,1453617060,3.00
22,Food,teatime,00000000000000000000000000000000000000000000000000000000000000000010000000000,1429070771,7.24
2,Holiday&Celebrations,birthday,00010000000000000000000000000000000000000000000000000000000000000000000000000,1456548241,1.58
6,Travel&Active&Sports,basket,00000000000000000000000000000000000000000000000000000000000000000000000001000,1431687861,1.00
12,Travel&Active&Sports,soccerball,01000000000000000000000000000000000000000000000000000000000000000000000000000,1445665291,6.88
23,Entertainment,gamer,00000000000000000000000000000000000000000000000000000000000000001000000000000,1454685760,8.90
11,Travel&Active&Sports,baltimoreravens,00000000000000000000000000000000000000000001000000000000000000000000000000000,1431040017,5.36
8,Holiday&Celebrations,blessed,00000000000001000000000000000000000000000000000000000000000000000000000000000,1451521620,3.46
8,Travel&Active&Sports,exoticcars,00000000000000000000000000000000000000001000000000000000000000000000000000000,1456253847,6.41
20,Holiday&Celebrations,gifts,00000000000000000000000000000000001000000000000000000000000000000000000000000,1456559497,8.87
28,Urban,streetartistry,00000000000000000100000000000000000000000000000000000000000000000000000000000,1446279694,4.52
26,Holiday&Celebrations,partying,00000001000000000000000000000000000000000000000000000000000000000000000000000,1454772663,5.61
14,Fashion,tattooed,00000000000000000000000000000000000000000000100000000000000000000000000000000,1444844483,10.21
14,Whether&Season,blossom,00000000000000000000000000000000000000000000000000000000000000000000100000000,1433487051,5.00
7,Fashion,bracelets,00000000000000000000000000000000000000000000000000000000000000000001000000000,1455629959,6.23
3,Travel&Active&Sports,gloves,00000000000000000000000000000000000000000000000000001000000000000000000000000,1448166893,4.64
9,Travel&Active&Sports,skateeverydamnday,00000000000000000000000000000000000000100000000000000000000000000000000000000,1450407918,4.25
6,Food,pub,00001000000000000000000000000000000000000000000000000000000000000000000000000,1439630241,1.00
18,Entertainment,remix,00000010000000000000000000000000000000000000000000000000000000000000000000000,1427053638,6.43
31,Travel&Active&Sports,grind,00000000000000000000000000000000000000000000000000000001000000000000000000000,1452950761,5.32
33,Social&People,goodnight,00000000000000000000001000000000000000000000000000000000000000000000000000000,1425796804,6.66
7,Animal,tropical,00000000000000000000000000000000000000010000000000000000000000000000000000000,1444623297,3.00
3,Family,babies,00000000000000010000000000000000000000000000000000000000000000000000000000000,1453291942,4.17
42,Travel&Active&Sports,bikelife,00000000000000000000000000000000000000000000000100000000000000000000000000000,1451635669,8.74
1,Social&People,friendship,00000000000000000001000000000000000000000000000000000000000000000000000000000,1452620294,1.58
8,Social&People,gettingready,00000000000000000000001100000000000000000000000000000000000000000000000000000,1451879602,6.55
11,Entertainment,genre,00000010000000000000000000000000000000000000000000000000000000000000000000000,1447908413,7.37
18,Holiday&Celebrations,giving,00000000000001000000000000000000000000000000000000000000000000000000000000000,1449047993,7.92
15,Travel&Active&Sports,soccerball,01000000000000000000000000000000000000000000000000000000000000000000000000000,1443748246,6.21
45,Entertainment,melody,00000010000000000000000000000000000000000000000000000000000000000000000000000,1448902564,7.81
13,Urban,stickerart,00000000000000000100000000000000000000000000000000000000000000000000000000000,1452297809,5.32
6,Animal,horseshoe,00000000000010000000000000000000000000000000000000000000000000000000000000000,1456703014,7.26
21,Travel&Active&Sports,helmet,00000000000000000000000000000000000000000000000100000000000000000000000000000,1433648101,8.06
8,Travel&Active&Sports,bikelife,00000000000000000000000000000000000000000000000100000000000000000000000000000,1430873066,4.70
19,Travel&Active&Sports,soccergame,01000000000000000000000000000000000000000000000000000000000000000000000000000,1435660732,6.02
10,Entertainment,nook,00000000000000000000000000000000000100000000000000000000000000000000000000000,1429692808,7.65
26,Entertainment,pages,00000000000000000000000000000000000100000000000000000000000000000000000000000,1425368951,15.30
40,Fashion,ear,00000000000000000000000000000000010000000000000000000000000000000000000000000,1447055100,10.96
27,Travel&Active&Sports,mytravelgram,00000000000000000000000010000000000000000000000000000000000000000000000000000,1456654622,5.95
8,Travel&Active&Sports,diet,00000000000000000000000000000000000000000000000000110000000000000000000000000,1452495853,5.09
43,Fashion,sparkles,00000000000000000000000000000001000000000000000000000000000000000000000000000,1450192611,5.21
7,Travel&Active&Sports,denverbroncos,00000000000000000000000000000000000000000000000000000000000000000000000100000,1454836864,3.46
39,Fashion,glue,00000000000000000000000000000010000000000000000000000000000000000000000000000,1443684759,7.98
60,Travel&Active&Sports,soccerball,01000000000000000000000000000000000000000000000000000000000000000000000000000,1444977451,6.30
15,Travel&Active&Sports,soccerball,01000000000000000000000000000000000000000000000000000000000000000000000000000,1446428480,8.46
16,Food,liquor,00001000000000000000000000000000000000000000000000000000000000000000000000000,1441005388,8.89
31,Animal,gallop,00000000000010000000000000000000000000000000000000000000000000000000000000000,1437203586,6.48
18,Entertainment,imagine,00000000000000000000000000000000000100000000000000000000000000000000000000000,1453625687,7.88
38,Entertainment,moviestar,00100000000000000000000000000000000000000000000000000000000000000000000000000,1450364454,9.55
9,Whether&Season,wintertime,00000000000000000000000000000000000000000000000000000000000000000000001000000,1455005426,5.25
66,Social&People,kisses,00000000000000001000000000000000000000000000000000000000000000000000000000000,1451898438,9.44
21,Travel&Active&Sports,bronco,00000000000000000000000000000000000000000000000000000000000000000000000100000,1442633896,5.25
20,Fashion,dope,10000000000000000000000000000000000001000000000000000000000000000000000000000,1454410476,10.03
29,Travel&Active&Sports,supermoto,00000000000000000000000000000000000000000000000100000000000000000000000000000,1441513154,5.04
27,Travel&Active&Sports,choreography,00000000000000000000000000010000000000000000000000000000000000000000000000000,1450150540,3.81
7,Urban,urbanart,00000000000000000100000000000000000000000000000000000000000000000000000000000,1436635787,2.81
18,Family,cuddle,00000000000000010000000000000000000000000000000000000000000000000000000000000,1447566926,8.97
3,Social&People,wakeup,00000000000000000000001100000000000000000000000000000000000000000000000000000,1449278349,4.25
6,Travel&Active&Sports,faithful,00000000000000000000000000000000000000000000000000000000000010000000000000000,1442830917,3.00
26,Travel&Active&Sports,grind,00000000000000000000000000000000000000000000000000000001000000000000000000000,1448283120,5.52
14,Whether&Season,raining,00000000000100000000000000000000000000000000000000000000000000000000000000000,1451373904,9.92
13,Entertainment,reader,00000000000000000000000000000000000100000000000000000000000000000000000000000,1452781699,9.14
46,Animal,saltwater,00000000000000000000000000000000000000010000000000000000000000000000000000000,1447405134,5.29
22,Travel&Active&Sports,travelgram,00000000000000000000000010000000000000000000000000000000000000000000000000000,1444632072,5.98
7,Travel&Active&Sports,flex,00000000000000000000000000000000000000000000000000000001000000000000000000000,1450506683,5.46
13,Social&People,wakeup,00000000000000000000001100000000000000000000000000000000000000000000000000000,1444807707,8.47
29,Fashion,coverup,00000000000000000000000000000000000000000000100000000000000000000000000000000,1441977875,8.16
4,Holiday&Celebrations,christmastree,00000000000000000000000000000000001000000000000000000000000000000000000000000,1448784490,4.25
12,Urban,urbanart,00000000000000000100000000000000000000000000000000000000000000000000000000000,1431334231,4.17
15,Urban,architexture,00000000000000000000100000000000000000000000000000000000000000000000000000000,1446018613,3.81
15,Travel&Active&Sports,tumbling,00000000000000000000000000000000000000000000000000000000000001000000000000000,1432296287,5.00
13,Electronics,gadget,00000000000000000000000000000000000000000000000010000000000000000000000000000,1451914269,5.67
16,Whether&Season,holidayseason,00000000000000000000000000000000000000000000000000000000000000000000001000000,1450099262,10.46
16,Fashion,opi,00000000000000000000000000000001000000000000000000000000000000000000000000000,1433629546,5.09
7,Whether&Season,chilly,00000000000000000000000000000000000000000000010000000000000000000000000000000,1455878780,8.28
9,Whether&Season,thesun,00000000000000000010000000000000000000000000000000000000000000000000000000000,1432470656,5.81
3,Electronics,gadget,00000000000000000000000000000000000000000000000010000000000000000000000000000,1449549837,3.91
14,Whether&Season,trees,00000000000000000000000000000000000000000000000000000000000000000000100000000,1430560244,6.78
15,Fashion,mascara,00000000000000000000000000000010000000000000000000000000000000000000000000000,1449321988,8.02
14,Fashion,haircolor,00000000001000000000000000000000000000000000000000000000000000000000000000000,1436439662,5.78
19,Electronics,phone,00000000000000000000000000000000000000000000000010000000000000000000000000000,1431332363,4.70
12,Fashion,braid,00000000001000000000000000000000000000000000000000000000000000000000000000000,1447533768,4.75
56,Whether&Season,foliage,00000000000000000000000000001000000000000000000000000000000000000000000000000,1455259738,3.17
7,Animal,tropical,00000000000000000000000000000000000000010000000000000000000000000000000000000,1444800235,3.32
18,Holiday&Celebrations,treat,00000000000000000000000000000100000000000000000000000000000000000000000000000,1446267487,7.00
10,Fashion,pants,10000000000000000000000000000000000001000000000000000000000000000000000000000,1435537090,15.26
8,Holiday&Celebrations,blessed,00000000000001000000000000000000000000000000000000000000000000000000000000000,1451519356,3.81
10,Animal,pup,00000000000000000000000000000000000000000000000000000010000000000000000000000,1449708527,4.00
30,Holiday&Celebrations,newyears,00000000000000000000000000000000000000000000000000000000000000000000000010000,1453872143,6.49
14,Fashion,tattooed,00000000000000000000000000000000000000000000100000000000000000000000000000000,1456059638,8.71
10,Urban,architectureporn,00000000000000000000100000000000000000000000000000000000000000000000000000000,1444018663,4.17
6,Urban,architexture,00000000000000000000100000000000000000000000000000000000000000000000000000000,1437907162,4.25
10,Holiday&Celebrations,merrychristmas,00000000000000000000000000000000001000000000000000000000000000000000000000000,1449566927,5.46
10,Entertainment,pages,00000000000000000000000000000000000100000000000000000000000000000000000000000,1456465009,1.00
38,Travel&Active&Sports,soccerball,01000000000000000000000000000000000000000000000000000000000000000000000000000,1441971416,7.54
55,Urban,urbanwalls,00000000000000000100000000000000000000000000000000000000000000000000000000000,1430726531,6.49
32,Entertainment,reader,00000000000000000000000000000000000100000000000000000000000000000000000000000,1434689941,7.07
26,Fashion,nail,00000000000000000000000000000001000000000000000000000000000000000000000000000,1426237038,6.13
30,Animal,macro,00000000000000000000000000100000000000000000000000000000000000000000000000000,1455937233,5.04
1,Holiday&Celebrations,pumpkinpatch,00000000000000000000000000000100000000000000000000000000000000000000000000000,1445446160,4.91
31,Urban,artwork,00000000000000000100000000000000000000000000000000000000000000000000000000000,1432251720,4.39
22,Travel&Active&Sports,icerink,00000000000000000000000000000000000000000000000000000000001000000000000000000,1455358310,5.17
17,Travel&Active&Sports,ollie,00000000000000000000000000000000000000100000000000000000000000000000000000000,1447826725,7.73
15,Urban,lines,00000000000000000000100000000000000000000000000000000000000000000000000000000,1453297477,1.00
1,Urban,architexture,00000000000000000000100000000000000000000000000000000000000000000000000000000,1451270778,6.82
38,Holiday&Celebrations,spooky,00000000000000000000000000000100000000000000000000000000000000000000000000000,1451577600,10.36
7,Holiday&Celebrations,hauntedhouse,00000000000000000000000000000100000000000000000000000000000000000000000000000,1445047726,4.09
9,Fashion,navel,00000000000000000000000000000000010000000000000000000000000000000000000000000,1430552249,6.32
27,Entertainment,melody,00000010000000000000000000000000000000000000000000000000000000000000000000000,1448208011,5.64
32,Food,delicious,00000000000000000000000000000000100000000000000000000000000000000000000000000,1456722132,2.00
19,Social&People,dude,00000000000000000000000000000000000001000000000000000000000000000000000000000,1456247894,8.87
10,Fashion,tar,00000000000000000000000000000010000000000000000000000000000000000000000000000,1449315367,7.26
26,Entertainment,imagine,00000000000000000000000000000000000100000000000000000000000000000000000000000,1452411421,6.66
9,Travel&Active&Sports,stretch,00000000000000000000000000000000000000000000000000000000000001000000000000000,1456357454,10.87
12,Social&People,moonlight,00000000000000000000001000000000000000000000000000000000000000000000000000000,1456520031,8.40
13,Social&People,couple,00000000000000001000000000000000000000000000000000000000000000000000000000000,1447908727,4.00
63,Fashion,shiny,00000000000000000000000000000001000000000000000000000000000000000000000000000,1430880555,7.86
13,Fashion,haircolor,00000000001000000000000000000000000000000000000000000000000000000000000000000,1439384320,13.17
17,Fashion,haircolor,00000000001000000000000000000000000000000000000000000000000000000000000000000,1439532233,8.16
19,Travel&Active&Sports,visiting,00000000000000000000000010000000000000000000000000000000000000000000000000000,1451045890,5.46
70,Holiday&Celebrations,jolly,00000000000000000000000000000000001000000000000000000000000000000000000000000,1449906104,7.21
24,Food,amazing,00000000000000000000000000000000100000000000000000000000000000000000000000000,1444889316,7.78
1,Holiday&Celebrations,pumpkinpatch,00000000000000000000000000000100000000000000000000000000000000000000000000000,1445445990,4.95
23,Entertainment,repeat,00000010000000000000000000000000000000000000000000000000000000000000000000000,1443007756,9.65
42,Travel&Active&Sports,flexibility,00000000000000000000000000010000000000000000000000000000000000000000000000000,1435374704,6.78
8,Social&People,gettingready,00000000000000000000001100000000000000000000000000000000000000000000000000000,1456118414,3.70
22,Entertainment,rnb,00000010000000000000000000000000000000000000000000000000000000000000000000000,1441448496,5.52
8,Entertainment,remix,00000010000000000000000000000000000000000000000000000000000000000000000000000,1455339968,10.78
7,Fashion,whatiwore,00000000000000000000000000000000000000000000000000000100000000000000000000000,1454488461,3.58
40,Fashion,bodyart,00000000000000000000000000000000000000000000100000000000000000000000000000000,1451533764,8.51
19,Social&People,gettingready,00000000000000000000001100000000000000000000000000000000000000000000000000000,1432436295,8.08
6,Food,teatime,00000000000000000000000000000000000000000000000000000000000000000010000000000,1444448447,4.17
6,Whether&Season,frosty,00000000000000000000000000000000000000000000010000000000000000000000000000000,1447895400,15.34
22,Food,eating,00000000000000000000000000000000100000000000000000000000000000000000000000000,1441436147,7.14
7,Family,small,00000000000000010000000000000000000000000000000000000000000000000000000000000,1454283233,4.70
3,Travel&Active&Sports,sanfrancsico,00000000000000000000000000000000000000000000000000000000000010000000000000000,1444819639,4.32
9,Fashion,ear,00000000000000000000000000000000010000000000000000000000000000000000000000000,1442342856,6.36
12,Holiday&Celebrations,thanks,00000000000001000000000000000000000000000000000000000000000000000000000000000,1447327310,5.55
5,Food,foods,00000000000000000000000000000000100000000000000000000000000000000000000000000,1451710951,3.81
15,Travel&Active&Sports,dancerecital,00000000000000000000000000010000000000000000000000000000000000000000000000000,1456551490,7.83
11,Travel&Active&Sports,baltimoreravens,00000000000000000000000000000000000000000001000000000000000000000000000000000,1431041159,5.25
11,Travel&Active&Sports,stretch,00000000000000000000000000000000000000000000000000000000000001000000000000000,1445747123,10.63
4,Social&People,wake,00000000000000000000001100000000000000000000000000000000000000000000000000000,1455444927,2.32
8,Social&People,awake,00000000000000000000001100000000000000000000000000000000000000000000000000000,1440658995,9.60
32,Food,foodpics,00000000000000000000000000000000100000000000000000000000000000000000000000000,1435368994,2.32
4,Holiday&Celebrations,trick,00000000000000000000000000000100000000000000000000000000000000000000000000000,1455961065,7.22
7,Holiday&Celebrations,santaclaus,00000000000000000000000000000000001000000000000000000000000000000000000000000,1450095094,1.00
40,Social&People,dude,00000000000000000000000000000000000001000000000000000000000000000000000000000,1452663427,6.29
4,Social&People,bestfriends,00000000000000000001000000000000000000000000000000000000000000000000000000000,1432969004,7.80
16,Holiday&Celebrations,jolly,00000000000000000000000000000000001000000000000000000000000000000000000000000,1439809708,5.36
28,Social&People,refreshed,00000000000000000000001100000000000000000000000000000000000000000000000000000,1435377249,3.32
13,Travel&Active&Sports,traveling,00000000000000000000000010000000000000000000000000000000000000000000000000000,1427688102,1.58
13,Travel&Active&Sports,puck,00000000000000000000000000000000000000000000000000000000001000000000000000000,1455457147,5.43
13,Whether&Season,clearskies,00000000000000000010000000000000000000000000000000000000000000000000000000000,1425211517,8.09
26,Social&People,daytime,00000000000000000000001100000000000000000000000000000000000000000000000000000,1440136172,3.70
17,Food,desserts,00000000000000000000000000000000100000000000000000000000000000000000000000000,1455340496,6.79
14,Entertainment,stories,00000000000000000000000000000000000100000000000000000000000000000000000000000,1435234544,3.81
17,Fashion,swagger,10000000000000000000000000000000000001000000000000000000000000000000000000000,1452599797,7.64
12,Travel&Active&Sports,freeway,00000000000000000000000000000000000000001000000000000000000000000000000000000,1456520497,6.13
29,Travel&Active&Sports,engine,00000000000000000000000000000000000000001000000000000000000000000000000000000,1428681600,7.77
22,Electronics,gadget,00000000000000000000000000000000000000000000000010000000000000000000000000000,1446825365,7.37
18,Fashion,inked,00000000000000000000000000000000000000000000100000000000000000000000000000000,1455876562,8.01
12,Urban,city,00000000000000000000100000000000000000000000000000000000000000000000000000000,1434860331,4.00
7,Travel&Active&Sports,faithful,00000000000000000000000000000000000000000000000000000000000010000000000000000,1434055974,4.32
