8,10,76,13.39
15,2,32,12.09
36,1,6,10.63
43,9,72,15.74
46,3,39,7.00
46,3,39,8.58
22,6,55,10.55
38,6,58,12.12
24,2,33,13.71
44,3,39,7.23
54,3,38,7.19
59,3,38,8.18
55,3,38,7.18
55,3,38,7.63
46,3,39,8.92
47,3,39,8.18
68,3,38,7.77
47,3,39,8.27
46,3,39,7.16
46,3,39,7.06
46,3,39,7.56
46,3,39,7.10
46,3,39,7.89
13,9,73,9.54
46,3,39,7.64
46,3,39,8.39
46,3,39,8.92
62,8,68,10.80
58,3,38,7.61
46,3,39,9.00
46,3,39,6.89
46,3,39,9.77
46,3,39,7.07
46,3,39,7.27
46,3,39,7.85
47,3,39,8.62
54,3,39,7.97
46,3,39,7.37
46,3,39,8.38
46,3,39,7.77
47,3,39,10.62
46,2,17,12.14
46,3,39,8.82
45,2,17,11.32
54,2,17,11.93
53,2,17,12.34
57,2,17,12.55
71,1,8,11.62
50,2,17,12.21
46,2,17,13.38
46,2,17,11.67
50,2,17,11.90
59,2,17,12.32
51,2,17,11.82
48,2,17,11.96
49,2,17,11.71
49,2,17,11.95
62,2,17,11.90
50,2,17,11.62
56,2,17,11.82
49,2,17,11.89
56,2,17,11.91
52,2,17,11.71
50,2,17,11.53
52,2,17,12.08
51,2,17,11.76
49,2,17,11.82
56,2,17,11.72
49,2,17,11.74
49,2,17,11.55
48,2,17,11.78
49,2,17,11.71
49,2,17,13.66
49,2,17,11.84
49,2,17,11.88
48,2,17,11.56
57,2,17,11.62
38,2,32,13.45
47,2,17,11.61
48,2,17,11.69
48,2,17,11.80
48,2,17,11.65
47,2,17,11.73
75,3,38,11.92
48,2,17,14.58
47,2,17,11.76
46,3,39,9.79
46,3,39,7.75
46,3,39,8.13
75,10,76,12.07
75,10,76,11.69
25,6,59,15.17
5,7,66,13.10
75,10,76,11.54
75,10,76,12.37
46,3,39,6.81
46,3,39,6.83
46,3,39,6.91
71,10,76,12.47
46,3,39,7.94
46,3,39,7.65
46,3,39,7.65
43,2,17,12.05
47,2,17,12.02
75,4,43,11.72
59,3,39,8.60
48,3,39,7.52
47,3,39,7.68
58,3,39,8.82
44,2,17,11.53
16,6,57,13.64
49,2,17,11.89
45,2,17,11.62
46,2,17,11.86
41,2,17,11.39
74,10,76,11.48
45,2,17,11.77
43,2,17,11.34
46,2,17,11.52
47,2,17,11.47
74,10,76,12.45
59,3,39,8.93
51,2,17,11.97
56,2,17,11.94
53,2,17,12.77
51,2,17,11.95
44,2,17,12.01
50,2,17,11.64
47,2,17,12.11
47,2,17,12.10
48,2,17,11.66
48,2,17,11.72
51,2,17,11.98
52,2,17,13.99
53,2,17,11.85
50,2,17,11.95
53,2,17,11.82
46,2,17,11.80
50,2,17,11.94
51,2,17,12.08
50,2,17,11.89
48,2,17,12.03
54,2,17,11.91
52,2,17,11.90
50,2,17,12.18
42,2,17,11.59
55,2,17,11.91
50,2,17,11.90
52,2,17,11.85
55,2,17,11.88
53,2,17,11.99
56,2,17,11.93
56,2,17,11.77
55,2,17,11.89
53,2,17,12.07
60,2,17,11.87
58,2,17,12.25
56,2,17,11.88
62,2,17,11.78
50,2,17,11.60
35,1,4,13.22
52,2,17,11.93
54,2,17,12.17
52,2,17,11.98
52,2,17,11.73
52,2,17,11.67
52,2,17,11.90
51,2,17,11.87
54,2,17,11.73
47,2,17,11.70
53,2,17,11.73
50,2,17,11.49
49,2,17,11.95
55,2,17,11.82
49,2,17,11.87
49,2,17,11.74
49,2,17,11.69
49,2,17,12.01
49,2,17,11.69
49,2,17,11.72
49,2,17,11.82
51,2,17,11.60
49,2,17,11.66
51,2,17,11.85
49,2,17,11.71
49,2,17,11.72
49,2,17,11.74
49,2,17,11.84
26,1,9,13.91
50,2,17,11.71
51,2,17,11.56
48,2,17,11.80
48,2,17,11.93
51,2,17,11.72
48,2,17,11.66
51,2,17,11.71
51,2,17,11.54
50,2,17,11.73
51,2,17,11.65
7,6,55,9.12
75,10,76,11.36
46,3,39,6.81
48,2,17,12.00
22,2,32,14.68
47,2,17,11.94
48,2,17,11.77
47,2,17,11.64
47,2,17,11.76
47,2,17,12.02
46,3,39,7.72
56,3,39,8.25
50,2,17,11.98
52,2,17,12.20
43,2,17,11.85
44,2,17,11.66
48,2,17,12.00
47,3,40,11.63
47,2,17,11.56
42,2,17,11.60
48,2,17,12.22
48,2,17,11.87
14,6,59,13.90
43,2,17,11.61
46,2,17,11.50
49,2,17,11.90
45,2,17,11.80
49,2,17,11.99
42,2,17,11.63
49,2,17,11.73
45,2,17,12.09
4,2,34,4.91
46,2,17,12.31
52,2,17,11.78
52,2,17,12.62
54,2,17,12.53
52,2,17,12.06
47,2,17,12.12
59,2,17,11.75
55,2,17,11.78
55,2,17,12.13
23,2,32,13.93
55,2,17,11.77
53,2,17,12.14
27,1,9,13.75
56,2,17,12.02
52,2,17,12.08
54,2,17,11.87
45,2,17,12.24
49,2,17,11.93
48,2,17,11.82
48,2,17,11.84
50,2,17,12.00
48,2,17,12.00
53,2,17,11.86
54,2,17,11.64
47,2,17,11.66
49,2,17,11.78
49,2,17,11.88
51,2,17,11.71
51,2,17,11.90
45,2,17,11.79
48,2,17,12.06
46,2,17,11.90
47,2,17,11.88
48,2,17,11.76
75,3,39,10.60
53,2,17,11.85
48,2,17,11.66
48,2,17,11.55
57,2,17,11.98
62,2,17,11.78
54,2,17,11.85
51,2,17,12.39
56,2,17,11.93
56,2,17,12.03
61,2,17,11.89
53,2,17,11.90
48,2,17,11.62
51,2,17,11.57
47,2,17,11.58
51,2,17,11.82
56,2,17,11.74
55,2,17,11.66
56,2,17,11.77
53,2,17,11.95
72,10,76,12.08
57,1,5,15.48
49,2,17,11.82
49,2,17,11.75
49,2,17,11.80
49,2,17,11.84
49,2,17,11.67
48,2,17,11.87
48,2,17,11.57
50,2,17,11.57
51,2,17,11.62
75,10,76,12.05
43,1,4,14.15
51,2,17,11.69
50,2,17,11.62
51,2,17,11.61
19,7,65,6.94
47,2,17,11.74
48,2,17,11.73
18,1,9,13.92
47,2,17,11.79
47,2,17,11.63
48,2,17,11.83
48,2,17,11.75
49,2,17,11.69
48,2,17,11.62
52,2,17,11.78
48,2,17,11.77
9,1,5,8.47
9,1,5,8.24
28,2,33,14.72
59,3,39,7.69
47,3,39,7.27
48,3,39,7.67
47,3,39,7.39
47,3,39,7.45
6,3,38,7.69
6,3,38,7.75
6,3,38,8.14
53,3,39,9.34
75,10,76,11.61
25,8,68,9.19
26,1,9,13.67
21,2,32,13.86
59,3,39,8.01
59,3,39,7.71
47,3,39,7.72
59,3,39,7.50
48,3,39,7.78
60,3,39,8.54
47,3,39,7.41
12,2,32,12.21
4,3,40,9.18
6,3,38,7.69
6,3,38,7.81
6,3,38,7.94
6,3,38,7.95
75,1,8,11.54
47,3,39,7.85
9,1,5,10.22
5,11,77,5.88
13,2,28,10.63
75,3,38,13.20
27,8,68,8.79
20,5,51,10.97
32,4,46,5.43
7,1,10,6.78
7,7,66,7.42
38,1,10,10.08
13,7,66,6.70
75,1,5,13.33
55,10,75,7.79
55,10,75,7.63
34,10,76,7.93
16,2,28,10.88
5,3,39,3.46
55,10,75,7.56
4,1,5,3.32
67,5,51,9.92
68,5,51,10.02
65,3,39,9.36
65,3,39,9.20
15,7,65,6.78
14,3,39,6.77
54,2,35,7.86
75,1,5,11.84
14,3,39,6.57
9,9,73,9.99
47,3,39,8.08
6,1,8,9.18
19,1,6,11.00
6,4,46,4.52
54,9,73,6.86
23,1,5,13.18
41,2,20,5.98
49,2,20,7.29
8,1,5,8.20
40,2,20,6.74
40,2,20,6.83
41,2,20,6.64
41,2,20,6.92
43,2,20,6.98
43,2,20,6.93
28,1,5,7.47
41,2,20,5.95
49,2,20,7.41
41,2,20,6.46
40,2,20,7.38
40,2,20,6.82
40,2,20,6.82
40,2,20,6.83
40,2,20,6.86
41,2,20,6.92
41,2,20,6.98
41,2,20,7.02
43,2,20,6.94
12,1,6,11.84
37,1,5,9.76
15,2,35,8.79
15,2,35,6.70
12,2,35,8.97
30,1,2,8.05
10,6,55,9.28
13,5,51,6.49
13,1,10,6.86
11,3,39,8.34
39,1,5,9.99
12,2,35,7.04
14,2,35,8.77
5,3,39,4.91
43,1,5,10.75
8,9,73,8.49
19,6,55,11.23
10,9,73,7.58
13,3,39,6.32
8,7,66,2.58
13,3,39,6.15
5,9,73,6.30
21,1,5,9.14
14,2,35,7.48
33,2,20,10.41
31,2,35,7.56
10,3,39,4.81
15,2,32,7.77
21,1,5,7.95
9,1,6,9.30
17,1,10,6.92
15,6,56,14.51
13,7,66,8.65
13,7,66,8.69
14,7,66,8.95
29,3,38,7.79
6,1,6,4.91
6,7,63,5.13
6,7,63,5.32
32,5,51,7.60
8,3,39,5.46
2,4,46,9.10
2,4,46,9.08
2,4,46,9.03
2,4,46,9.02
4,4,46,10.65
4,4,46,10.65
4,4,46,10.74
4,4,46,10.91
4,4,46,9.94
4,4,46,11.03
4,4,46,10.42
4,4,46,10.43
14,1,5,7.00
44,2,19,9.27
44,2,19,9.16
6,7,63,5.36
2,4,46,9.08
2,4,46,9.08
4,4,46,10.47
4,4,46,10.38
4,4,46,10.22
4,4,46,9.89
4,4,46,9.89
4,4,46,10.38
4,4,46,10.18
4,4,46,9.73
11,1,6,8.86
42,9,73,6.36
28,2,35,6.46
27,1,5,9.54
47,6,55,10.32
5,9,73,7.91
54,1,11,7.98
43,7,65,8.93
9,9,73,9.76
30,7,67,15.92
30,7,67,15.57
15,9,73,6.41
5,7,65,8.08
1,9,73,9.21
16,1,8,8.04
30,7,67,15.81
30,7,67,15.66
30,7,67,15.53
30,7,67,15.44
30,7,67,15.47
74,9,73,10.95
9,1,11,7.29
47,3,39,8.09
4,1,5,6.60
26,2,27,10.74
36,4,46,7.88
36,4,46,9.05
9,9,73,6.81
23,6,55,10.87
6,2,19,10.76
6,2,19,10.77
4,1,5,6.74
11,4,46,3.58
42,6,55,5.32
20,4,44,5.83
6,2,19,10.77
69,3,38,10.51
30,2,22,10.50
18,1,11,8.47
30,9,73,8.82
27,2,35,6.48
69,3,38,10.50
18,1,11,8.85
4,9,73,6.17
8,1,5,10.97
9,5,51,10.52
68,5,50,10.08
29,10,75,8.48
24,10,75,8.57
25,10,75,7.62
25,10,75,7.35
25,10,75,7.48
10,1,5,11.10
12,3,39,5.91
19,3,39,10.91
14,7,64,6.30
17,2,22,8.89
30,1,12,9.20
6,7,63,6.13
6,7,63,5.78
12,7,66,8.56
6,7,63,5.95
6,7,63,6.07
30,2,35,5.61
71,2,23,9.92
58,2,23,10.02
6,7,63,6.04
6,7,63,5.95
6,7,63,5.75
6,7,63,5.75
33,9,73,6.66
68,9,3,9.32
62,10,76,8.63
69,10,75,9.58
62,2,23,9.94
22,6,55,14.50
16,6,56,5.83
22,1,5,7.38
15,4,46,6.04
23,10,75,5.93
16,1,8,9.55
12,7,63,8.72
25,9,73,6.97
29,2,28,7.11
10,7,63,8.84
5,7,67,6.70
28,5,50,9.30
9,1,11,7.02
29,2,28,7.07
29,2,28,7.53
29,2,28,7.35
27,1,10,9.85
5,1,5,9.16
14,9,73,6.17
19,1,11,11.65
28,5,51,6.55
18,4,45,6.63
18,4,45,6.63
5,7,65,8.44
7,1,5,4.09
18,1,8,7.48
15,2,35,8.68
37,2,35,6.38
19,6,56,9.23
16,2,28,9.62
61,3,39,7.04
12,9,73,9.29
3,3,39,6.11
31,9,73,6.32
10,9,70,9.74
75,4,47,11.65
58,2,23,10.02
64,7,64,7.31
35,3,38,7.60
35,3,38,7.62
7,1,11,6.07
3,3,39,6.23
35,3,38,7.63
35,3,38,7.64
35,3,38,7.72
23,1,8,8.99
20,4,45,9.08
7,11,77,7.98
35,3,38,8.27
35,3,38,7.53
35,3,38,7.59
35,3,38,7.62
35,3,38,7.80
45,2,28,6.51
46,5,51,9.60
4,9,73,5.61
24,1,5,8.26
4,9,73,4.58
9,1,6,9.46
50,1,8,10.67
33,9,73,7.27
5,3,39,5.49
29,1,5,11.73
14,7,63,5.78
14,7,63,5.81
65,1,6,7.08
10,1,9,9.99
27,5,51,8.04
6,3,39,3.58
15,1,11,8.12
10,3,39,7.33
28,10,76,6.19
22,1,5,9.44
7,9,73,7.11
5,3,39,5.32
7,9,73,7.01
10,1,4,8.16
13,7,67,9.56
13,7,67,9.50
14,5,51,5.32
20,3,40,7.51
20,3,40,7.55
20,3,40,7.70
20,3,40,7.57
20,3,40,7.66
20,3,40,7.37
20,3,40,7.49
20,3,40,7.42
20,3,40,7.52
20,3,40,7.47
20,3,40,7.52
20,3,40,8.38
17,6,56,6.23
4,3,39,8.59
16,9,73,10.42
13,7,67,9.59
13,7,67,9.69
13,7,67,9.39
11,2,16,7.85
11,2,16,8.05
11,2,16,7.79
11,2,16,7.79
11,2,16,7.79
11,2,16,7.85
11,2,16,8.13
11,2,16,8.15
11,2,16,8.25
11,2,16,8.23
11,2,16,8.55
7,2,16,9.04
20,3,40,7.58
20,3,40,7.47
20,3,40,7.44
20,3,40,7.50
2,3,39,8.13
52,9,73,6.94
55,2,19,9.28
55,2,19,8.80
55,2,19,9.09
55,2,19,8.81
31,1,5,8.08
31,1,5,7.02
30,1,11,8.95
11,2,16,7.79
11,2,16,7.77
11,2,16,7.88
11,2,16,7.81
11,2,16,8.06
11,2,16,8.10
11,2,16,8.15
11,2,16,8.21
11,2,16,8.25
11,2,16,8.59
11,2,16,8.38
11,2,16,8.66
11,2,16,8.64
11,2,16,7.51
6,3,39,5.39
55,2,19,9.01
55,2,19,8.82
34,1,5,8.15
6,3,38,8.09
31,1,5,7.46
75,1,8,11.92
9,1,11,7.33
9,3,40,8.50
27,1,5,8.95
23,10,75,6.49
37,1,11,11.00
3,1,5,7.66
8,1,5,13.36
8,1,5,13.10
8,1,5,13.24
14,3,39,5.61
11,1,5,7.96
75,1,8,15.08
47,7,64,9.26
24,10,75,6.39
3,2,24,4.52
29,6,55,9.22
4,5,50,4.95
8,1,5,12.97
21,1,5,8.60
29,5,50,10.07
3,1,5,8.36
10,3,38,6.63
29,7,64,8.79
5,6,55,4.64
33,7,64,9.03
40,3,39,8.84
7,3,39,6.79
7,3,39,7.13
7,3,39,7.08
11,3,39,6.07
21,2,20,5.70
21,2,20,5.46
25,5,51,6.89
7,3,40,8.52
14,7,66,7.08
17,4,44,11.03
7,3,39,6.83
7,3,39,8.38
7,3,39,7.16
21,2,20,5.64
7,2,28,7.85
46,1,6,10.18
2,9,73,9.61
75,1,6,11.96
17,1,11,7.45
46,1,6,8.67
46,1,6,8.84
46,1,6,11.19
39,3,40,13.86
7,6,55,6.00
2,9,73,9.78
10,1,5,7.47
12,1,5,7.28
9,6,55,4.75
4,1,5,6.43
7,4,46,9.62
12,2,24,12.73
12,1,8,11.14
10,3,38,8.66
24,5,51,7.58
10,1,5,7.56
10,1,5,7.55
11,2,19,10.18
11,2,19,10.22
11,2,19,10.29
12,2,19,10.12
26,3,40,10.71
10,9,73,9.42
14,10,75,9.15
6,6,56,6.13
18,1,7,6.13
18,1,7,6.21
18,1,7,7.11
18,1,7,7.18
18,1,7,6.09
18,1,7,6.51
18,1,7,6.91
18,1,7,7.00
18,1,7,6.63
18,1,7,5.04
4,4,46,6.02
34,1,5,12.63
17,1,7,13.02
18,1,7,6.36
18,1,7,6.36
18,1,7,6.98
18,1,7,6.73
18,1,7,6.69
18,1,7,7.50
18,1,7,7.61
18,1,7,7.13
18,1,7,7.01
3,2,19,7.06
10,1,6,8.68
35,1,10,9.31
31,1,5,9.08
2,3,38,4.91
38,2,35,9.72
16,2,34,7.90
58,7,67,11.17
13,2,28,10.40
4,2,18,9.21
4,2,18,9.47
4,2,18,9.26
5,1,6,5.09
40,4,46,11.60
4,2,18,9.17
4,2,18,9.41
4,2,18,9.59
4,2,18,9.54
10,4,46,4.75
15,1,11,7.46
15,1,11,7.37
41,3,38,10.01
6,1,5,7.36
54,1,11,12.87
18,1,9,7.72
11,2,28,5.55
14,6,56,9.55
54,1,11,12.97
9,2,19,10.78
5,3,38,8.63
14,6,55,7.55
3,2,20,3.46
3,2,20,3.32
36,1,10,8.57
35,1,10,9.13
17,3,39,5.25
10,3,39,8.29
54,3,39,8.36
46,1,9,12.14
65,3,40,14.99
36,10,76,7.38
7,2,28,7.63
3,2,20,3.32
3,2,20,3.58
13,9,73,12.04
5,3,39,6.43
57,1,11,7.85
25,1,7,13.80
13,2,20,6.27
9,1,4,7.15
6,1,10,6.67
14,1,11,7.57
59,5,51,10.22
49,3,39,6.55
5,5,50,6.66
35,5,51,10.21
35,5,51,11.28
4,6,56,8.25
24,10,76,8.24
2,2,25,6.11
2,2,25,6.21
2,2,25,6.13
2,2,25,6.07
2,2,25,6.27
2,2,25,6.21
4,5,50,5.55
44,9,73,9.33
35,5,51,10.67
31,7,64,5.13
30,7,66,5.43
28,7,66,7.87
31,7,64,6.04
30,7,64,6.67
10,1,5,8.50
14,2,24,7.10
2,2,25,6.29
2,2,25,6.23
2,2,25,6.39
2,2,25,6.64
6,7,66,8.29
14,2,24,11.05
11,2,28,7.28
21,1,8,9.44
31,7,64,5.75
9,3,38,9.58
9,3,38,10.29
24,2,28,5.13
24,2,28,5.13
24,2,28,5.29
24,2,28,5.36
24,2,28,5.78
24,2,28,5.49
6,1,10,5.58
5,1,6,5.00
24,2,28,4.81
24,2,28,5.13
24,2,28,5.17
24,2,28,5.32
24,2,28,5.32
24,2,28,5.43
24,2,28,5.36
24,2,28,6.92
8,3,38,4.25
9,1,5,8.84
74,6,56,6.99
35,3,39,7.58
35,2,24,10.52
10,10,76,5.78
48,1,9,10.01
28,4,46,7.00
75,3,38,13.05
16,2,22,9.77
9,3,38,9.37
24,5,50,10.37
43,1,10,11.70
16,3,38,8.22
42,6,56,14.59
7,1,5,7.34
28,6,56,8.92
16,1,11,7.34
21,1,10,7.65
9,6,56,9.10
20,9,73,9.67
28,6,56,8.29
11,3,38,8.74
10,6,56,10.14
9,6,56,9.53
20,9,73,9.71
5,1,5,6.04
32,7,66,8.55
5,1,5,7.02
27,7,64,9.41
63,1,2,8.05
47,1,9,12.09
10,1,5,9.63
12,2,20,4.17
12,2,20,4.58
12,2,20,4.25
15,3,38,9.60
25,2,34,6.63
19,1,11,7.93
18,1,5,10.70
25,2,34,7.02
6,9,73,6.38
13,7,63,10.26
11,9,73,8.25
6,5,50,7.56
8,3,38,9.69
11,11,77,10.71
24,10,75,7.98
24,10,75,8.34
75,2,27,14.88
63,7,66,11.18
31,1,5,8.18
24,10,75,8.08
21,10,75,7.61
24,10,75,8.08
20,1,10,9.52
44,1,10,11.62
30,3,39,7.54
9,2,17,7.55
48,4,44,9.45
6,2,28,5.61
37,6,56,15.95
11,1,5,14.46
14,2,34,8.95
18,1,5,10.44
8,4,46,8.52
7,1,7,7.57
12,4,46,4.81
15,2,24,5.21
40,10,76,9.94
40,10,76,9.82
18,3,39,6.43
12,2,18,8.88
25,1,5,9.96
22,3,40,7.28
22,3,40,7.38
8,9,71,9.26
22,3,40,7.46
22,3,40,7.48
22,3,40,7.65
2,3,40,5.70
15,2,24,5.93
62,4,45,6.46
62,4,45,6.32
16,1,11,6.69
13,10,75,5.36
70,1,7,13.98
27,1,5,8.51
22,3,40,7.29
6,7,63,6.00
62,4,45,6.19
62,4,45,6.38
62,4,45,6.36
62,4,45,6.57
62,4,45,6.29
7,2,19,5.88
38,1,5,10.74
22,1,10,7.79
19,1,11,7.83
4,6,55,5.93
4,6,55,5.46
7,2,19,5.75
7,2,19,5.78
7,2,19,5.86
7,2,19,5.83
7,2,19,5.81
7,2,19,5.91
8,1,7,11.49
5,6,56,5.43
37,1,5,9.70
9,2,34,6.82
9,2,34,6.85
9,2,34,7.27
9,2,34,6.82
9,2,34,6.94
9,2,34,7.40
7,1,2,8.52
7,1,2,8.09
7,1,2,7.89
71,9,73,11.52
11,7,66,6.25
42,1,10,11.38
42,1,10,11.49
26,7,63,9.32
9,2,34,6.78
9,2,34,7.07
9,2,34,7.04
9,2,34,7.00
39,2,24,8.21
21,3,38,7.55
9,1,5,8.23
9,1,5,8.50
7,10,75,4.91
6,10,75,4.91
6,4,44,2.32
39,2,19,6.19
39,2,19,7.92
39,2,19,6.34
39,2,19,6.38
39,2,19,6.46
39,2,19,6.27
39,2,19,6.23
8,11,77,6.66
8,3,38,10.24
39,2,19,6.34
39,2,19,6.36
39,2,19,6.39
6,7,67,8.52
7,1,7,9.09
24,1,5,9.46
1,5,50,5.25
10,1,4,5.21
14,1,8,7.34
27,7,66,7.81
7,2,28,11.71
5,3,39,7.93
5,3,39,8.18
5,3,39,8.06
2,4,44,13.09
5,3,39,8.17
5,3,39,8.34
5,3,39,9.42
5,3,39,8.84
5,3,39,8.60
5,3,39,8.57
5,3,39,8.45
5,3,39,8.41
5,3,39,8.43
5,3,39,8.44
5,3,39,8.28
16,2,20,5.46
16,2,20,5.39
16,2,20,5.36
16,2,20,5.52
16,2,20,5.58
5,3,39,7.84
5,3,39,8.04
31,3,38,10.62
4,3,39,4.70
5,3,39,8.01
5,3,39,8.93
5,3,39,9.32
5,3,39,9.52
5,3,39,9.30
5,3,39,9.19
5,3,39,9.01
5,3,39,8.43
5,3,39,8.47
5,3,39,8.32
5,3,39,8.33
5,3,39,8.38
5,3,39,8.34
75,1,8,10.42
5,9,73,7.78
4,3,40,6.78
11,3,38,8.36
34,6,55,8.77
19,6,55,10.52
4,3,40,6.75
75,5,51,11.16
8,1,6,10.66
5,9,73,4.75
18,6,56,8.87
10,6,56,8.26
14,3,39,7.91
17,1,10,7.83
63,5,51,9.77
8,4,45,6.73
8,2,28,8.05
21,2,20,9.65
6,1,5,2.32
8,9,73,11.45
61,5,51,9.58
9,1,5,9.66
31,10,75,7.83
28,6,56,10.14
9,1,5,8.28
13,1,8,5.25
47,5,51,9.79
48,5,51,9.84
48,5,51,10.10
53,5,51,9.56
9,1,5,8.20
9,1,5,8.28
21,2,20,8.94
55,5,51,10.87
58,5,50,11.41
6,9,73,7.87
27,10,75,8.05
29,10,75,8.19
14,2,28,11.74
4,2,20,5.91
4,2,20,5.95
4,2,20,5.95
4,2,20,5.93
4,2,20,5.93
4,2,20,5.88
4,2,20,5.73
4,2,20,5.73
4,2,20,5.67
4,2,20,5.61
4,2,20,5.64
4,2,20,5.64
4,2,20,5.86
4,2,20,5.93
4,2,20,5.88
4,2,20,5.78
4,2,20,5.64
4,2,20,5.70
58,1,5,13.85
4,2,20,5.75
4,2,20,5.78
4,2,20,5.88
4,2,20,5.70
4,2,20,5.70
4,2,20,5.64
4,2,20,5.58
4,2,20,5.73
4,2,20,5.88
4,2,20,5.83
