Urban,00000000000000000000000000000000000000000000000000000000000000000000000000100,pasteup,42,1457255372
Entertainment,00000000000000000000000000000000000001000000000000000000000000000000000000000,stories,9,1457171187
Fashion,00001000000000000000000000000000000000000000000000000000000000000000000000000,glitter,4,1457248658
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457145193
Travel&Active&Sports,00000000000000000100000000000000000000000000000000000000000000000000000000000,bars,47,1457143738
Entertainment,00000000000000000000000000000000000001000000000000000000000000000000000000000,read,15,1456919152
Social&People,00000000000000000000000000000000000000000000000000000000000000000000000011000,ready,8,1457274428
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457244239
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457243742
Travel&Active&Sports,00000000000000000000000010000000000000000000000000000000000000000000000000000,cheering,45,1456988977
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457243394
Whether&Season,00000000000000000000000000000000000000000000000000000001000000000000000000000,sunrays,10,1456986854
Food,00000000000000000000000000000000000000000000000000100000000000000000000000000,desserts,21,1457263071
Travel&Active&Sports,00000000000000000100000000000000000000000000000000000000000000000000000000000,vault,26,1457185880
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457242198
Travel&Active&Sports,00000000000000000000000000000001000000000000000000000000000000000000000000000,tire,28,1457084858
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457242050
Travel&Active&Sports,00000000000000000000000000000001000000000000000000000000000000000000000000000,freeway,17,1457172585
Travel&Active&Sports,00000000000000000000010000000000000000000000000000000000000000000000000000000,grind,10,1456919713
Whether&Season,00000000000000000000000000000000000000000000000000000000100000000000000000000,skyporn,22,1457071450
Entertainment,00000000000000000000000000000000000000100000000000000000000000000000000000000,repeat,12,1457200232
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457136843
Travel&Active&Sports,00000000000000000000000010000000000000000000000000000000000000000000000000000,cheering,43,1456990299
Food,00000000000000000000000000000000000000000000000001000000000000000000000000000,cocktails,19,1457179789
Travel&Active&Sports,00000000000000000000001000000000000000000000000000000000000000000000000000000,stanleycup,3,1457241311
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457242385
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457241636
Travel&Active&Sports,00000000000000000000000000000001000000000000000000000000000000000000000000000,freeway,16,1457270193
Travel&Active&Sports,00000000000000000100000000000000000000000000000000000000000000000000000000000,bars,3,1456855413
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457137946
Fashion,00010000000000000000000000000000000000000000000000000000000000000000000000000,gems,19,1456887680
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457144379
Travel&Active&Sports,00000000000000000000000010000000000000000000000000000000000000000000000000000,cheering,45,1456988947
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457243530
Animal,00000000000000000000000000000000000000000000000000000000000000001000000000000,reeftank,22,1456798560
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457139499
Fashion,00000001000000000000000000000000000000000000000000000000000000000000000000000,inked,55,1456900402
Whether&Season,00000000000000000000000000000000000000000000000000000001000000000000000000000,sunrays,10,1457169707
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457241977
Whether&Season,00000000000000000000000000000000000000000000000000000000001000000000000000000,chilly,5,1457236726
Fashion,00000000001000000000000000000000000000000000000000000000000000000000000000000,whatiwore,7,1456799610
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457245863
Entertainment,00000000000000000000000000000000000001000000000000000000000000000000000000000,words,7,1457250378
Holiday&Celebrations,00000000000000000000000000000000000000000001000000000000000000000000000000000,congratulations,26,1457267179
Food,00000000000000000000000000000000000000000000000000001000000000000000000000000,teacup,9,1456914695
Social&People,00000000000000000000000000000000000000000000000000000000000000000000000011000,wake,7,1457242576
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457243675
Animal,00000000000000000000000000000000000000000000000000000000000000000010000000000,hound,50,1456963257
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457240858
Entertainment,00000000000000000000000000000000000001000000000000000000000000000000000000000,read,8,1457277805
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457136974
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457243488
Entertainment,00000000000000000000000000000000000001000000000000000000000000000000000000000,stories,9,1457171356
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457241176
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457136330
Travel&Active&Sports,00000000000000000000000000010000000000000000000000000000000000000000000000000,skatepark,9,1457145668
Food,00000000000000000000000000000000000000000000000000100000000000000000000000000,hungry,15,1457091227
Social&People,00000000000000000000000000000000000000000000000000000000000000000000000011000,ready,21,1457268578
Social&People,00000000000000000000000000000000000000000000000000000000000000000000000011000,wake,7,1457242572
Travel&Active&Sports,00000000000000000000000000000001000000000000000000000000000000000000000000000,tire,13,1457254239
Travel&Active&Sports,00000000000000000000000000001000000000000000000000000000000000000000000000000,visiting,9,1457144310
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457241320
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457135697
Social&People,00000000000000000000000000000000000000000000000000000000000000000000000011000,wake,7,1457242571
Holiday&Celebrations,00000000000000000000000000000000000000000000000100000000000000000000000000000,gifts,12,1456810102
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457244001
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457136748
Travel&Active&Sports,00000000000000000000000010000000000000000000000000000000000000000000000000000,cheering,45,1456988984
Fashion,00010000000000000000000000000000000000000000000000000000000000000000000000000,gems,28,1457017807
Holiday&Celebrations,00000000000000000000000000000000000000000000001000000000000000000000000000000,treat,7,1457194319
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457244291
Entertainment,00000000000000000000000000000000000000100000000000000000000000000000000000000,dubstep,7,1457166965
Holiday&Celebrations,00000000000000000000000000000000000000000000100000000000000000000000000000000,funtimes,7,1457197506
Animal,00000000000000000000000000000000000000000000000000000000000000001000000000000,saltwater,13,1457150466
Travel&Active&Sports,00000000000000000000000000000001000000000000000000000000000000000000000000000,tire,7,1457254156
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457244366
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457243380
Social&People,00000000000000000000000000000000000000000000000000000000000000000000000011000,wake,7,1457242573
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457144527
Whether&Season,00000000000000000000000000000000000000000000000000000010000000000000000000000,puddle,13,1457263090
Travel&Active&Sports,00000000000000000000001000000000000000000000000000000000000000000000000000000,stanleycup,3,1457252415
Fashion,00001000000000000000000000000000000000000000000000000000000000000000000000000,lashes,26,1456775006
Food,00000000000000000000000000000000000000000000000001000000000000000000000000000,cocktails,7,1457082019
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457137440
Social&People,00000000000000000000000000000000000000000000000000000000000000000000000011000,wake,7,1457242569
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457142661
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457239800
Urban,00000000000000000000000000000000000000000000000000000000000000000000000000010,lookingup,22,1456999927
Fashion,00001000000000000000000000000000000000000000000000000000000000000000000000000,eyeshadow,29,1457236966
Travel&Active&Sports,00000000000000000000000000001000000000000000000000000000000000000000000000000,travelgram,52,1457086955
Travel&Active&Sports,00000000000000000000000010000000000000000000000000000000000000000000000000000,cheering,45,1456989026
Whether&Season,00000000000000000000000000000000000000000000000000000000100000000000000000000,cloudporn,8,1457172815
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457137834
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457143528
Entertainment,00000000000000000000000000000000000001000000000000000000000000000000000000000,read,8,1457172300
Travel&Active&Sports,00000000000000000000000010000000000000000000000000000000000000000000000000000,cheering,45,1456989004
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457242151
Food,00000000000000000000000000000000000000000000000000100000000000000000000000000,foods,5,1457163044
Social&People,00000000000000000000000000000000000000000000000000000000000000000000000010000,moonlight,14,1457132413
Travel&Active&Sports,00000000000000000100000000000000000000000000000000000000000000000000000000000,leap,13,1457092557
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457242268
Social&People,00000000000000000000000000000000000000000000000000000000000000000000001000000,bestfriends,11,1457069153
Food,00000000000000000000000000000000000000000000000000100000000000000000000000000,foods,5,1457244750
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457137046
Animal,00000000000000000000000000000000000000000000000000000000000000010000000000000,creatures,15,1457244501
Electronics,00000000000000000000000000000000000000000000000000000000000000000000000000001,electronics,14,1457015586
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457241739
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457136987
Holiday&Celebrations,00000000000000000000000000000000000000000000001000000000000000000000000000000,trick,11,1457234447
Food,00000000000000000000000000000000000000000000000000010000000000000000000000000,caffeine,28,1456792321
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457244280
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457241119
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457137326
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457242951
Travel&Active&Sports,00000000000000000000000010000000000000000000000000000000000000000000000000000,cheering,45,1456988994
Family,00000000000000000000000000000000000000000000000000000000000000000001000000000,cuddle,17,1456770392
Travel&Active&Sports,00000000000000000000000000010000000000000000000000000000000000000000000000000,skatepark,23,1457170603
Whether&Season,00000000000000000000000000000000000000000000000000000010000000000000000000000,raining,7,1456805609
Entertainment,00000000000000000000000000000000000001000000000000000000000000000000000000000,reader,9,1456889862
Fashion,00010000000000000000000000000000000000000000000000000000000000000000000000000,crystals,17,1456935758
Animal,00000000000000000000000000000000000000000000000000000000000000010000000000000,naturelover,7,1457134770
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457136033
Family,00000000000000000000000000000000000000000000000000000000000000000001000000000,cuddle,6,1457182994
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457138665
Animal,00000000000000000000000000000000000000000000000000000000000000010000000000000,naturelover,12,1457251068
Travel&Active&Sports,00000000000000000100000000000000000000000000000000000000000000000000000000000,beam,12,1456888772
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457244303
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457136813
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,hairdo,44,1456893898
Social&People,00000000000000000000000000000000000000000000000000000000000000000000000011000,wake,7,1457242577
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457138239
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457136711
Travel&Active&Sports,00000000000000000100000000000000000000000000000000000000000000000000000000000,beam,24,1457169383
Fashion,00010000000000000000000000000000000000000000000000000000000000000000000000000,crystals,17,1456935905
Animal,00000000000000000000000000000000000000000000000000000000000000000010000000000,pup,7,1457257627
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457242165
Travel&Active&Sports,00000000000000000000000000000000001100000000000000000000000000000000000000000,determination,10,1457071152
Whether&Season,00000000000000000000000000000000000000000000000000000000001000000000000000000,chilly,5,1457229293
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457135941
Travel&Active&Sports,00000000000000000000000000010000000000000000000000000000000000000000000000000,skater,14,1457083059
Entertainment,00000000000000000000000000000000000001000000000000000000000000000000000000000,read,14,1456990354
Social&People,00000000000000000000000000000000000000000000000000000000000000000000000011000,wake,7,1457242575
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457138791
Electronics,00000000000000000000000000000000000000000000000000000000000000000000000000001,electronics,6,1457262918
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457136636
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457244664
Animal,00000000000000000000000000000000000000000000000000000000000000001000000000000,freshwater,29,1457223904
Fashion,00000000100000000000000000000000000000000000000000000000000000000000000000000,haircut,22,1457137837
Travel&Active&Sports,00000000000000000000000000010000000000000000000000000000000000000000000000000,skatepark,9,1457146734
Urban,00000000000000000000000000000000000000000000000000000000000000000000000000100,pasteup,12,1457257749
Entertainment,00000000000000000000000000000000000001000000000000000000000000000000000000000,stories,9,1457170291
Travel&Active&Sports,00000000000000000100000000000000000000000000000000000000000000000000000000000,bars,6,1457244832
Entertainment,00000000000000000000000000000000000001000000000000000000000000000000000000000,imagine,56,1456995973
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457243585
Animal,00000000000000000000000000000000000000000000000000000000000000100000000000000,jockey,54,1457233706
Social&People,00000000000000000000000000000000000000000000000000000000000000000000000011000,wake,7,1457242573
